,iid,id,wave,partner,pid,match,int_corr,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,age,imprelig,goal,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr_important,sinc_important,intel_important,fun_important,amb_important,shar_important,attr_self,sinc_self,fun_self,intel_self,amb_self,dec,attr,sinc,intel,fun,amb,shar,like,prob
337,34,14.0,2,16,55.0,0,0.5,23.0,20.0,25.0,25.0,10.0,10.0,10.0,1,8.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,21.0,2.0,1.0,6.0,2.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,6.0,5.0,2,5,1,4,3,6,7.0,7.0,7.0,7.0,8.0,0,4.0,4.0,5.0,6.0,6.0,5.0,5.0,3.0
338,35,15.0,2,1,40.0,0,-0.25,25.0,25.0,20.0,25.0,20.0,10.0,0.0,0,5.0,6.0,6.0,5.0,7.0,3.0,3.0,1.0,25.0,7.0,1.0,6.0,3.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,7.0,8.0,4,1,2,3,5,6,8.0,9.0,9.0,9.0,7.0,1,6.0,8.0,9.0,7.0,7.0,8.0,7.0,7.0
339,35,15.0,2,3,42.0,0,0.19,23.0,20.0,25.0,20.0,15.0,10.0,10.0,0,3.0,8.0,7.0,7.0,10.0,4.0,4.0,1.0,25.0,7.0,1.0,6.0,3.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,7.0,8.0,4,1,2,3,5,6,8.0,9.0,9.0,9.0,7.0,0,6.0,8.0,9.0,8.0,7.0,9.0,8.0,6.0
340,35,15.0,2,4,43.0,0,0.26,24.0,25.0,35.0,30.0,10.0,0.0,0.0,1,7.0,4.0,7.0,3.0,7.0,5.0,5.0,1.0,25.0,7.0,1.0,6.0,3.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,7.0,8.0,4,1,2,3,5,6,8.0,9.0,9.0,9.0,7.0,0,6.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0
341,35,15.0,2,6,45.0,1,-0.01,28.0,25.0,15.0,25.0,15.0,0.0,20.0,1,8.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,25.0,7.0,1.0,6.0,3.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,7.0,8.0,4,1,2,3,5,6,8.0,9.0,9.0,9.0,7.0,1,7.0,8.0,9.0,7.0,8.0,9.0,8.0,8.0
342,35,15.0,2,7,46.0,1,0.01,26.0,20.0,35.0,20.0,10.0,10.0,5.0,1,8.0,8.0,8.0,6.0,9.0,8.0,8.0,5.0,25.0,7.0,1.0,6.0,3.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,7.0,8.0,4,1,2,3,5,6,8.0,9.0,9.0,9.0,7.0,1,8.0,8.0,9.0,9.0,8.0,10.0,8.0,8.0
343,35,15.0,2,8,47.0,0,-0.21,30.0,20.0,20.0,25.0,25.0,5.0,5.0,1,7.0,5.0,6.0,5.0,6.0,4.0,6.0,3.0,25.0,7.0,1.0,6.0,3.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,7.0,8.0,4,1,2,3,5,6,8.0,9.0,9.0,9.0,7.0,0,5.0,6.0,8.0,8.0,7.0,8.0,6.0,8.0
344,35,15.0,2,9,48.0,0,0.45,22.0,30.0,15.0,25.0,25.0,5.0,0.0,0,7.0,7.0,8.0,5.0,5.0,4.0,6.0,6.0,25.0,7.0,1.0,6.0,3.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,7.0,8.0,4,2,1,3,5,6,8.0,9.0,9.0,9.0,7.0,1,8.0,8.0,7.0,8.0,7.0,6.0,7.0,7.0
345,35,15.0,2,10,49.0,1,0.18,25.0,20.0,20.0,20.0,20.0,5.0,15.0,1,8.0,8.0,10.0,5.0,6.0,5.0,7.0,4.0,25.0,7.0,1.0,6.0,3.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,7.0,8.0,4,2,1,3,5,6,8.0,9.0,9.0,9.0,7.0,1,7.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0
346,35,15.0,2,12,51.0,0,0.09,23.0,25.0,10.0,35.0,15.0,0.0,15.0,0,8.0,4.0,8.0,1.0,7.0,1.0,3.0,2.0,25.0,7.0,1.0,6.0,3.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,7.0,8.0,4,2,1,3,5,6,8.0,9.0,9.0,9.0,7.0,1,8.0,8.0,6.0,6.0,7.0,6.0,7.0,5.0
347,35,15.0,2,13,52.0,0,0.43,21.0,15.0,20.0,15.0,30.0,5.0,15.0,1,7.0,7.0,8.0,6.0,6.0,5.0,6.0,4.0,25.0,7.0,1.0,6.0,3.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,7.0,8.0,4,1,2,3,5,6,8.0,9.0,9.0,9.0,7.0,0,6.0,7.0,10.0,7.0,7.0,9.0,7.0,8.0
348,35,15.0,2,14,53.0,1,-0.2,28.0,40.0,15.0,20.0,10.0,5.0,10.0,1,8.0,7.0,8.0,8.0,8.0,6.0,8.0,6.0,25.0,7.0,1.0,6.0,3.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,7.0,8.0,4,2,1,3,5,6,8.0,9.0,9.0,9.0,7.0,1,8.0,8.0,8.0,8.0,8.0,6.0,8.0,7.0
349,35,15.0,2,15,54.0,0,-0.29,28.0,40.0,20.0,20.0,20.0,0.0,0.0,1,8.0,8.0,9.0,7.0,8.0,7.0,7.0,6.0,25.0,7.0,1.0,6.0,3.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,7.0,8.0,4,1,2,3,5,6,8.0,9.0,9.0,9.0,7.0,0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,8.0
350,35,15.0,2,16,55.0,0,0.33,23.0,20.0,25.0,25.0,10.0,10.0,10.0,1,8.0,8.0,8.0,9.0,9.0,8.0,8.0,5.0,25.0,7.0,1.0,6.0,3.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,7.0,8.0,4,1,2,3,5,6,8.0,9.0,9.0,9.0,7.0,0,6.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0
351,36,16.0,2,1,40.0,0,-0.04,25.0,25.0,20.0,25.0,20.0,10.0,0.0,0,5.0,8.0,9.0,7.0,8.0,4.0,3.0,2.0,26.0,8.0,2.0,5.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,6.0,8.0,2,1,3,5,4,6,8.0,7.0,8.0,8.0,6.0,0,2.0,5.0,2.0,3.0,1.0,3.0,2.0,5.0
352,36,16.0,2,4,43.0,0,0.05,24.0,25.0,35.0,30.0,10.0,0.0,0.0,1,6.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,26.0,8.0,2.0,5.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,6.0,8.0,2,1,3,4,5,6,8.0,7.0,8.0,8.0,6.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
353,36,16.0,2,5,44.0,0,0.48,24.0,25.0,15.0,25.0,25.0,15.0,15.0,1,7.0,7.0,7.0,5.0,6.0,7.0,9.0,8.0,26.0,8.0,2.0,5.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,6.0,8.0,3,1,2,5,4,6,8.0,7.0,8.0,8.0,6.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
354,36,16.0,2,6,45.0,0,-0.06,28.0,25.0,15.0,25.0,15.0,0.0,20.0,1,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,26.0,8.0,2.0,5.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,6.0,8.0,2,1,3,4,5,6,8.0,7.0,8.0,8.0,6.0,0,2.0,2.0,5.0,2.0,8.0,4.0,3.0,5.0
355,36,16.0,2,7,46.0,0,0.29,26.0,20.0,35.0,20.0,10.0,10.0,5.0,0,6.0,7.0,8.0,6.0,9.0,7.0,6.0,4.0,26.0,8.0,2.0,5.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,6.0,8.0,2,1,3,4,5,6,8.0,7.0,8.0,8.0,6.0,0,2.0,5.0,4.0,3.0,4.0,2.0,3.0,5.0
356,36,16.0,2,8,47.0,0,0.16,30.0,20.0,20.0,25.0,25.0,5.0,5.0,1,6.0,6.0,6.0,5.0,8.0,4.0,5.0,6.0,26.0,8.0,2.0,5.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,6.0,8.0,3,1,2,5,4,6,8.0,7.0,8.0,8.0,6.0,0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,6.0
357,36,16.0,2,9,48.0,0,0.28,22.0,30.0,15.0,25.0,25.0,5.0,0.0,0,6.0,8.0,7.0,7.0,9.0,4.0,6.0,7.0,26.0,8.0,2.0,5.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,6.0,8.0,2,1,3,5,4,6,8.0,7.0,8.0,8.0,6.0,0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,5.0
358,36,16.0,2,10,49.0,1,0.0,25.0,20.0,20.0,20.0,20.0,5.0,15.0,1,8.0,8.0,7.0,7.0,10.0,5.0,8.0,4.0,26.0,8.0,2.0,5.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,6.0,8.0,2,1,3,5,4,6,8.0,7.0,8.0,8.0,6.0,1,4.0,5.0,8.0,8.0,10.0,8.0,8.0,5.0
359,36,16.0,2,12,51.0,1,-0.47,23.0,25.0,10.0,35.0,15.0,0.0,15.0,1,5.0,6.0,8.0,5.0,5.0,2.0,5.0,4.0,26.0,8.0,2.0,5.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,6.0,8.0,3,1,2,4,5,6,8.0,7.0,8.0,8.0,6.0,1,5.0,2.0,6.0,2.0,5.0,4.0,5.0,6.0
360,36,16.0,2,13,52.0,0,-0.15,21.0,15.0,20.0,15.0,30.0,5.0,15.0,1,6.0,6.0,6.0,7.0,5.0,5.0,6.0,3.0,26.0,8.0,2.0,5.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,6.0,8.0,2,1,3,5,4,6,8.0,7.0,8.0,8.0,6.0,0,1.0,5.0,5.0,2.0,5.0,2.0,3.0,6.0
361,36,16.0,2,14,53.0,0,0.77,28.0,40.0,15.0,20.0,10.0,5.0,10.0,0,7.0,8.0,8.0,7.0,8.0,6.0,6.0,7.0,26.0,8.0,2.0,5.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,6.0,8.0,3,1,2,4,5,6,8.0,7.0,8.0,8.0,6.0,1,9.0,8.0,8.0,5.0,6.0,7.0,7.0,6.0
362,36,16.0,2,15,54.0,0,0.83,28.0,40.0,20.0,20.0,20.0,0.0,0.0,0,9.0,8.0,7.0,6.0,7.0,6.0,7.0,6.0,26.0,8.0,2.0,5.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,6.0,8.0,2,1,3,4,5,6,8.0,7.0,8.0,8.0,6.0,0,3.0,4.0,6.0,4.0,5.0,2.0,4.0,5.0
363,36,16.0,2,16,55.0,0,-0.12,23.0,20.0,25.0,25.0,10.0,10.0,10.0,1,6.0,9.0,9.0,8.0,9.0,7.0,7.0,8.0,26.0,8.0,2.0,5.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,6.0,8.0,2,1,3,4,5,6,8.0,7.0,8.0,8.0,6.0,0,5.0,6.0,8.0,6.0,8.0,4.0,5.0,5.0
364,37,17.0,2,1,40.0,0,0.13,25.0,25.0,20.0,25.0,20.0,10.0,0.0,0,4.0,6.0,8.0,7.0,6.0,3.0,1.0,1.0,27.0,8.0,2.0,6.0,2.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,7.0,3.0,5,4,1,2,6,3,7.0,8.0,7.0,9.0,5.0,0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,6.0
365,37,17.0,2,4,43.0,0,-0.02,24.0,25.0,35.0,30.0,10.0,0.0,0.0,0,4.0,6.0,7.0,3.0,6.0,4.0,4.0,1.0,27.0,8.0,2.0,6.0,2.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,7.0,3.0,6,5,1,2,4,3,7.0,8.0,7.0,9.0,5.0,0,4.0,7.0,8.0,2.0,6.0,2.0,3.0,2.0
366,37,17.0,2,5,44.0,1,0.31,24.0,25.0,15.0,25.0,25.0,15.0,15.0,1,5.0,5.0,6.0,5.0,7.0,5.0,6.0,5.0,27.0,8.0,2.0,6.0,2.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,7.0,3.0,4,6,1,2,5,3,7.0,8.0,7.0,9.0,5.0,1,7.0,6.0,8.0,6.0,9.0,6.0,7.0,7.0
367,37,17.0,2,6,45.0,0,-0.01,28.0,25.0,15.0,25.0,15.0,0.0,20.0,1,6.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,27.0,8.0,2.0,6.0,2.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,7.0,3.0,6,4,1,2,5,3,7.0,8.0,7.0,9.0,5.0,0,6.0,4.0,7.0,4.0,5.0,2.0,4.0,3.0
368,37,17.0,2,7,46.0,0,0.09,26.0,20.0,35.0,20.0,10.0,10.0,5.0,0,6.0,8.0,9.0,8.0,9.0,7.0,7.0,4.0,27.0,8.0,2.0,6.0,2.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,7.0,3.0,5,6,1,2,4,3,7.0,8.0,7.0,9.0,5.0,1,8.0,5.0,9.0,7.0,6.0,5.0,6.0,6.0
369,37,17.0,2,9,48.0,0,0.57,22.0,30.0,15.0,25.0,25.0,5.0,0.0,0,3.0,6.0,6.0,5.0,4.0,4.0,4.0,3.0,27.0,8.0,2.0,6.0,2.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,7.0,3.0,5,6,1,2,4,3,7.0,8.0,7.0,9.0,5.0,1,8.0,5.0,6.0,9.0,4.0,6.0,7.0,6.0
370,37,17.0,2,10,49.0,0,-0.01,25.0,20.0,20.0,20.0,20.0,5.0,15.0,0,6.0,8.0,8.0,6.0,8.0,3.0,7.0,4.0,27.0,8.0,2.0,6.0,2.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,7.0,3.0,6,5,1,2,4,3,7.0,8.0,7.0,9.0,5.0,0,6.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0
371,37,17.0,2,12,51.0,0,-0.47,23.0,25.0,10.0,35.0,15.0,0.0,15.0,0,2.0,9.0,9.0,3.0,7.0,7.0,7.0,8.0,27.0,8.0,2.0,6.0,2.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,7.0,3.0,5,4,1,2,6,3,7.0,8.0,7.0,9.0,5.0,1,7.0,4.0,7.0,7.0,6.0,8.0,6.0,2.0
372,37,17.0,2,13,52.0,1,-0.05,21.0,15.0,20.0,15.0,30.0,5.0,15.0,1,5.0,7.0,6.0,7.0,6.0,5.0,6.0,4.0,27.0,8.0,2.0,6.0,2.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,7.0,3.0,6,5,1,2,4,3,7.0,8.0,7.0,9.0,5.0,1,2.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0
373,37,17.0,2,14,53.0,0,0.46,28.0,40.0,15.0,20.0,10.0,5.0,10.0,0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,27.0,8.0,2.0,6.0,2.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,7.0,3.0,4,6,1,2,5,3,7.0,8.0,7.0,9.0,5.0,1,7.0,7.0,7.0,4.0,7.0,4.0,6.0,4.0
374,37,17.0,2,15,54.0,0,0.68,28.0,40.0,20.0,20.0,20.0,0.0,0.0,0,6.0,8.0,7.0,6.0,8.0,6.0,7.0,5.0,27.0,8.0,2.0,6.0,2.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,7.0,3.0,6,5,1,2,4,3,7.0,8.0,7.0,9.0,5.0,0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0
375,38,19.0,2,1,40.0,0,-0.15,25.0,25.0,20.0,25.0,20.0,10.0,0.0,0,8.0,9.0,10.0,9.0,10.0,7.0,3.0,1.0,23.0,1.0,1.0,4.0,3.0,7.0,2.0,7.0,10.0,2.0,2.0,7.0,4.0,7.0,2.0,8.0,8.0,10.0,10.0,10.0,10.0,2.0,2.0,12.0,1,5,2,3,4,6,8.0,2.0,7.0,8.0,8.0,0,2.0,8.0,10.0,3.0,10.0,3.0,5.0,1.0
376,38,19.0,2,4,43.0,0,-0.61,24.0,25.0,35.0,30.0,10.0,0.0,0.0,0,4.0,6.0,7.0,6.0,7.0,2.0,5.0,2.0,23.0,1.0,1.0,4.0,3.0,7.0,2.0,7.0,10.0,2.0,2.0,7.0,4.0,7.0,2.0,8.0,8.0,10.0,10.0,10.0,10.0,2.0,2.0,12.0,1,3,2,5,4,6,8.0,2.0,7.0,8.0,8.0,0,3.0,7.0,10.0,4.0,8.0,2.0,5.0,1.0
377,38,19.0,2,5,44.0,0,-0.16,24.0,25.0,15.0,25.0,25.0,15.0,15.0,1,7.0,6.0,6.0,7.0,6.0,5.0,7.0,6.0,23.0,1.0,1.0,4.0,3.0,7.0,2.0,7.0,10.0,2.0,2.0,7.0,4.0,7.0,2.0,8.0,8.0,10.0,10.0,10.0,10.0,2.0,2.0,12.0,1,5,2,4,3,6,8.0,2.0,7.0,8.0,8.0,0,5.0,10.0,7.0,4.0,5.0,7.0,5.0,1.0
378,38,19.0,2,6,45.0,0,-0.19,28.0,25.0,15.0,25.0,15.0,0.0,20.0,1,6.0,6.0,7.0,9.0,7.0,7.0,7.0,7.0,23.0,1.0,1.0,4.0,3.0,7.0,2.0,7.0,10.0,2.0,2.0,7.0,4.0,7.0,2.0,8.0,8.0,10.0,10.0,10.0,10.0,2.0,2.0,12.0,1,4,2,3,5,6,8.0,2.0,7.0,8.0,8.0,0,6.0,6.0,8.0,3.0,8.0,3.0,4.0,1.0
379,38,19.0,2,7,46.0,0,-0.32,26.0,20.0,35.0,20.0,10.0,10.0,5.0,1,8.0,8.0,8.0,10.0,8.0,7.0,8.0,5.0,23.0,1.0,1.0,4.0,3.0,7.0,2.0,7.0,10.0,2.0,2.0,7.0,4.0,7.0,2.0,8.0,8.0,10.0,10.0,10.0,10.0,2.0,2.0,12.0,1,5,2,3,4,6,8.0,2.0,7.0,8.0,8.0,0,10.0,6.0,6.0,9.0,5.0,3.0,6.0,2.0
380,38,19.0,2,8,47.0,0,-0.14,30.0,20.0,20.0,25.0,25.0,5.0,5.0,1,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,23.0,1.0,1.0,4.0,3.0,7.0,2.0,7.0,10.0,2.0,2.0,7.0,4.0,7.0,2.0,8.0,8.0,10.0,10.0,10.0,10.0,2.0,2.0,12.0,1,5,2,4,3,6,8.0,2.0,7.0,8.0,8.0,0,7.0,9.0,7.0,7.0,4.0,3.0,8.0,2.0
381,38,19.0,2,10,49.0,1,-0.36,25.0,20.0,20.0,20.0,20.0,5.0,15.0,1,8.0,7.0,7.0,8.0,8.0,4.0,8.0,6.0,23.0,1.0,1.0,4.0,3.0,7.0,2.0,7.0,10.0,2.0,2.0,7.0,4.0,7.0,2.0,8.0,8.0,10.0,10.0,10.0,10.0,2.0,2.0,12.0,1,5,2,4,3,6,8.0,2.0,7.0,8.0,8.0,1,9.0,9.0,9.0,8.0,5.0,3.0,7.0,2.0
382,38,19.0,2,12,51.0,0,-0.3,23.0,25.0,10.0,35.0,15.0,0.0,15.0,0,6.0,8.0,8.0,6.0,7.0,7.0,8.0,6.0,23.0,1.0,1.0,4.0,3.0,7.0,2.0,7.0,10.0,2.0,2.0,7.0,4.0,7.0,2.0,8.0,8.0,10.0,10.0,10.0,10.0,2.0,2.0,12.0,1,5,2,3,4,6,8.0,2.0,7.0,8.0,8.0,0,8.0,7.0,9.0,8.0,8.0,3.0,7.0,1.0
383,38,19.0,2,13,52.0,0,0.32,21.0,15.0,20.0,15.0,30.0,5.0,15.0,0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,3.0,23.0,1.0,1.0,4.0,3.0,7.0,2.0,7.0,10.0,2.0,2.0,7.0,4.0,7.0,2.0,8.0,8.0,10.0,10.0,10.0,10.0,2.0,2.0,12.0,1,5,2,4,3,6,8.0,2.0,7.0,8.0,8.0,0,2.0,9.0,9.0,3.0,8.0,3.0,6.0,2.0
384,38,19.0,2,14,53.0,0,0.22,28.0,40.0,15.0,20.0,10.0,5.0,10.0,0,6.0,9.0,9.0,8.0,9.0,6.0,6.0,6.0,23.0,1.0,1.0,4.0,3.0,7.0,2.0,7.0,10.0,2.0,2.0,7.0,4.0,7.0,2.0,8.0,8.0,10.0,10.0,10.0,10.0,2.0,2.0,12.0,1,5,2,4,3,6,8.0,2.0,7.0,8.0,8.0,0,3.0,9.0,9.0,3.0,9.0,5.0,2.0,1.0
385,38,19.0,2,15,54.0,0,0.11,28.0,40.0,20.0,20.0,20.0,0.0,0.0,0,6.0,8.0,9.0,7.0,8.0,6.0,6.0,3.0,23.0,1.0,1.0,4.0,3.0,7.0,2.0,7.0,10.0,2.0,2.0,7.0,4.0,7.0,2.0,8.0,8.0,10.0,10.0,10.0,10.0,2.0,2.0,12.0,1,4,2,5,3,6,8.0,2.0,7.0,8.0,8.0,0,3.0,9.0,9.0,5.0,9.0,5.0,5.0,1.0
386,38,19.0,2,16,55.0,1,0.11,23.0,20.0,25.0,25.0,10.0,10.0,10.0,1,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,23.0,1.0,1.0,4.0,3.0,7.0,2.0,7.0,10.0,2.0,2.0,7.0,4.0,7.0,2.0,8.0,8.0,10.0,10.0,10.0,10.0,2.0,2.0,12.0,1,5,2,3,4,6,8.0,2.0,7.0,8.0,8.0,1,8.0,8.0,8.0,8.0,9.0,8.0,9.0,6.0
387,39,20.0,2,1,40.0,0,0.07,25.0,25.0,20.0,25.0,20.0,10.0,0.0,0,3.0,10.0,9.0,10.0,4.0,4.0,3.0,1.0,24.0,4.0,5.0,6.0,4.0,3.0,2.0,4.0,10.0,10.0,8.0,7.0,1.0,5.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,1.0,2.0,5.0,3,2,1,4,5,6,6.0,9.0,6.0,8.0,7.0,1,6.0,7.0,9.0,9.0,9.0,8.0,7.0,6.0
388,39,20.0,2,4,43.0,0,-0.23,24.0,25.0,35.0,30.0,10.0,0.0,0.0,0,3.0,7.0,7.0,7.0,5.0,3.0,6.0,4.0,24.0,4.0,5.0,6.0,4.0,3.0,2.0,4.0,10.0,10.0,8.0,7.0,1.0,5.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,1.0,2.0,5.0,1,3,2,4,5,6,6.0,9.0,6.0,8.0,7.0,1,7.0,9.0,8.0,7.0,6.0,5.0,8.0,7.0
389,39,20.0,2,5,44.0,0,-0.01,24.0,25.0,15.0,25.0,25.0,15.0,15.0,1,8.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,24.0,4.0,5.0,6.0,4.0,3.0,2.0,4.0,10.0,10.0,8.0,7.0,1.0,5.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,1.0,2.0,5.0,2,1,3,4,5,6,6.0,9.0,6.0,8.0,7.0,0,4.0,7.0,7.0,4.0,5.0,1.0,2.0,1.0
390,39,20.0,2,6,45.0,0,-0.08,28.0,25.0,15.0,25.0,15.0,0.0,20.0,0,5.0,7.0,5.0,5.0,6.0,5.0,5.0,7.0,24.0,4.0,5.0,6.0,4.0,3.0,2.0,4.0,10.0,10.0,8.0,7.0,1.0,5.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,1.0,2.0,5.0,3,1,2,4,5,6,6.0,9.0,6.0,8.0,7.0,0,4.0,5.0,7.0,1.0,5.0,1.0,5.0,1.0
391,39,20.0,2,8,47.0,1,0.12,30.0,20.0,20.0,25.0,25.0,5.0,5.0,1,3.0,7.0,6.0,5.0,5.0,6.0,5.0,6.0,24.0,4.0,5.0,6.0,4.0,3.0,2.0,4.0,10.0,10.0,8.0,7.0,1.0,5.0,10.0,9.0,9.0,10.0,9.0,9.0,10.0,1.0,2.0,5.0,3,2,1,5,4,6,6.0,9.0,6.0,8.0,7.0,1,5.0,5.0,8.0,8.0,5.0,7.0,7.0,5.0
